Plot Title: 2020_Hort-Farm,,,,
#,"Date Time, GMT-05:00","Wind Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","Gust Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","PAR, µmol/m²/s (LGR S/N: 20849581, SEN S/N: 20856725)"
1683,6/27/2020 19:00,0,1.51,226.2
1684,6/27/2020 19:30,0,1.51,181.2
1685,6/27/2020 20:00,0,0.5,106.2
1686,6/27/2020 20:30,0,1.01,51.2
1687,6/27/2020 21:00,0,0,3.7
1688,6/27/2020 21:30,0,0,1.2
1689,6/27/2020 22:00,0,0,1.2
1690,6/27/2020 22:30,0,0,1.2
1691,6/27/2020 23:00,0,0,1.2
1692,6/27/2020 23:30,0,0,1.2
1693,6/28/2020 0:00,0,0,1.2
1694,6/28/2020 0:30,0,0,1.2
1695,6/28/2020 1:00,0,0,1.2
1696,6/28/2020 1:30,0,0,1.2
1697,6/28/2020 2:00,0,0,1.2
1698,6/28/2020 2:30,0,0,1.2
1699,6/28/2020 3:00,0,1.01,1.2
1700,6/28/2020 3:30,0,0,1.2
1701,6/28/2020 4:00,0,1.01,1.2
1702,6/28/2020 4:30,0,1.01,1.2
1703,6/28/2020 5:00,0,0.5,1.2
1704,6/28/2020 5:30,0,1.01,1.2
1705,6/28/2020 6:00,0,0.5,28.7
1706,6/28/2020 6:30,0,1.51,63.7
1707,6/28/2020 7:00,0,1.51,58.7
1708,6/28/2020 7:30,0,1.01,13.7
1709,6/28/2020 8:00,0,2.01,111.2
1710,6/28/2020 8:30,0,2.52,206.2
1711,6/28/2020 9:00,0.5,3.52,403.7
1712,6/28/2020 9:30,0.5,4.53,318.7
1713,6/28/2020 10:00,2.01,9.56,348.7
1714,6/28/2020 10:30,2.01,7.55,698.7
1715,6/28/2020 11:00,0,3.02,913.7
1716,6/28/2020 11:30,0.5,3.02,1743.7
1717,6/28/2020 12:00,0,2.01,913.7
1718,6/28/2020 12:30,0.5,3.02,1206.2
1719,6/28/2020 13:00,0,3.52,1396.2
1720,6/28/2020 13:30,0.5,3.02,1563.7
1721,6/28/2020 14:00,1.01,6.04,1816.2
1722,6/28/2020 14:30,1.51,6.04,1761.2
1723,6/28/2020 15:00,1.51,5.54,1671.2
1724,6/28/2020 15:30,1.51,6.54,1581.2
1725,6/28/2020 16:00,2.01,7.55,1408.7
1726,6/28/2020 16:30,2.01,7.55,1318.7
1727,6/28/2020 17:00,1.51,5.54,1173.7
1728,6/28/2020 17:30,1.51,6.04,326.2
1729,6/28/2020 18:00,1.01,5.54,778.7
1730,6/28/2020 18:30,1.01,5.54,623.7
1731,6/28/2020 19:00,1.01,5.54,446.2
1732,6/28/2020 19:30,1.01,4.53,273.7
1733,6/28/2020 20:00,1.01,5.03,81.2
1734,6/28/2020 20:30,0.5,2.52,31.2
1735,6/28/2020 21:00,0.5,3.52,1.2
1736,6/28/2020 21:30,0,2.01,1.2
1737,6/28/2020 22:00,0,3.02,1.2
1738,6/28/2020 22:30,0.5,5.03,1.2
1739,6/28/2020 23:00,0,3.02,1.2
1740,6/28/2020 23:30,0,4.03,1.2
1741,6/29/2020 0:00,0.5,3.52,1.2
1742,6/29/2020 0:30,0.5,4.03,1.2
1743,6/29/2020 1:00,0.5,4.03,1.2
1744,6/29/2020 1:30,0,3.02,1.2
1745,6/29/2020 2:00,0,3.02,1.2
1746,6/29/2020 2:30,0.5,3.52,1.2
1747,6/29/2020 3:00,0,3.52,1.2
1748,6/29/2020 3:30,0,3.02,1.2
1749,6/29/2020 4:00,0,3.52,1.2
1750,6/29/2020 4:30,0,2.52,1.2
1751,6/29/2020 5:00,0,3.02,1.2
1752,6/29/2020 5:30,0.5,3.52,1.2
1753,6/29/2020 6:00,0,3.52,31.2
1754,6/29/2020 6:30,0,3.02,123.7
1755,6/29/2020 7:00,0,2.01,261.2
1756,6/29/2020 7:30,0,2.01,441.2
1757,6/29/2020 8:00,0,3.52,481.2
1758,6/29/2020 8:30,1.01,4.53,246.2
1759,6/29/2020 9:00,0.5,5.54,493.7
1760,6/29/2020 9:30,1.01,5.03,618.7
1761,6/29/2020 10:00,0,3.02,258.7
1762,6/29/2020 10:30,0,2.52,658.7
1763,6/29/2020 11:00,0.5,3.52,548.7
1764,6/29/2020 11:30,0.5,4.03,481.2
1765,6/29/2020 12:00,0.5,6.04,1098.7
1766,6/29/2020 12:30,1.51,5.03,971.2
1767,6/29/2020 13:00,1.51,4.53,1881.2
1768,6/29/2020 13:30,1.51,5.54,1151.2
1769,6/29/2020 14:00,1.51,7.05,1733.7
1770,6/29/2020 14:30,1.01,5.03,1021.2
1771,6/29/2020 15:00,1.01,5.54,881.2
1772,6/29/2020 15:30,1.01,5.54,836.2
1773,6/29/2020 16:00,0,3.02,456.2
1774,6/29/2020 16:30,0,3.52,563.7
1775,6/29/2020 17:00,0.5,3.52,363.7
1776,6/29/2020 17:30,0.5,4.03,1036.2
1777,6/29/2020 18:00,1.01,4.53,891.2
1778,6/29/2020 18:30,0.5,4.53,221.2
1779,6/29/2020 19:00,0.5,4.03,396.2
1780,6/29/2020 19:30,0,3.52,291.2
1781,6/29/2020 20:00,0,2.01,153.7
1782,6/29/2020 20:30,0,3.02,36.2
1783,6/29/2020 21:00,0,2.01,1.2
1784,6/29/2020 21:30,0,2.52,1.2
1785,6/29/2020 22:00,0,2.01,1.2
1786,6/29/2020 22:30,0,2.52,1.2
1787,6/29/2020 23:00,0,2.52,1.2
1788,6/29/2020 23:30,0,2.01,1.2
1789,6/30/2020 0:00,0,2.01,1.2
1790,6/30/2020 0:30,0,3.02,1.2
1791,6/30/2020 1:00,0.5,3.52,1.2
1792,6/30/2020 1:30,0.5,3.02,1.2
1793,6/30/2020 2:00,0.5,3.52,1.2
1794,6/30/2020 2:30,0,3.02,1.2
1795,6/30/2020 3:00,0.5,3.02,1.2
1796,6/30/2020 3:30,0,2.52,1.2
1797,6/30/2020 4:00,0,2.52,1.2
1798,6/30/2020 4:30,0,2.52,1.2
1799,6/30/2020 5:00,0.5,3.02,1.2
1800,6/30/2020 5:30,0.5,4.03,1.2
1801,6/30/2020 6:00,0,2.52,31.2
1802,6/30/2020 6:30,0,2.01,138.7
1803,6/30/2020 7:00,0,2.52,321.2
1804,6/30/2020 7:30,0.5,3.52,443.7
1805,6/30/2020 8:00,0.5,4.03,413.7
1806,6/30/2020 8:30,0.5,4.53,516.2
1807,6/30/2020 9:00,1.01,4.53,411.2
1808,6/30/2020 9:30,0.5,4.53,631.2
1809,6/30/2020 10:00,1.01,6.04,766.2
1810,6/30/2020 10:30,0.5,4.53,826.2
1811,6/30/2020 11:00,1.51,5.54,623.7
1812,6/30/2020 11:30,1.51,5.03,666.2
1813,6/30/2020 12:00,1.51,6.04,658.7
1814,6/30/2020 12:30,2.01,6.04,1781.2
1815,6/30/2020 13:00,1.51,7.05,1198.7
1816,6/30/2020 13:30,1.51,7.05,1093.7
1817,6/30/2020 14:00,1.01,5.54,643.7
1818,6/30/2020 14:30,1.01,5.03,386.2
1819,6/30/2020 15:00,1.01,5.54,866.2
1820,6/30/2020 15:30,1.01,5.03,616.2
1821,6/30/2020 16:00,1.01,4.53,993.7
1822,6/30/2020 16:30,1.01,5.54,296.2
1823,6/30/2020 17:00,1.51,5.03,643.7
1824,6/30/2020 17:30,1.01,5.03,213.7
1825,6/30/2020 18:00,1.51,5.54,208.7
1826,6/30/2020 18:30,1.01,4.03,303.7
1827,6/30/2020 19:00,0.5,4.03,181.2
1828,6/30/2020 19:30,0.5,4.03,73.7
1829,6/30/2020 20:00,0.5,4.03,26.2
1830,6/30/2020 20:30,0.5,3.52,11.2
1831,6/30/2020 21:00,0.5,3.52,1.2
1832,6/30/2020 21:30,0.5,3.52,1.2
1833,6/30/2020 22:00,0.5,3.52,1.2
1834,6/30/2020 22:30,1.01,4.53,1.2
1835,6/30/2020 23:00,0.5,3.52,1.2
1836,6/30/2020 23:30,0.5,3.02,1.2
1837,7/1/2020 0:00,0.5,3.02,1.2
1838,7/1/2020 0:30,0.5,3.52,1.2
1839,7/1/2020 1:00,0,2.52,1.2
1840,7/1/2020 1:30,0,1.51,1.2
1841,7/1/2020 2:00,0,3.02,1.2
1842,7/1/2020 2:30,0,2.01,1.2
1843,7/1/2020 3:00,0,2.01,1.2
1844,7/1/2020 3:30,0,0,1.2
1845,7/1/2020 4:00,0,0,1.2
1846,7/1/2020 4:30,0,1.01,1.2
1847,7/1/2020 5:00,0,1.01,1.2
1848,7/1/2020 5:30,0,2.01,1.2
1849,7/1/2020 6:00,0,1.01,18.7
1850,7/1/2020 6:30,0,2.01,96.2
1851,7/1/2020 7:00,0,1.51,211.2
1852,7/1/2020 7:30,0,2.52,173.7
1853,7/1/2020 8:00,0.5,4.53,441.2
1854,7/1/2020 8:30,0.5,4.03,298.7
1855,7/1/2020 9:00,1.01,5.03,291.2
1856,7/1/2020 9:30,0.5,3.02,323.7
1857,7/1/2020 10:00,0.5,3.52,1368.7
1858,7/1/2020 10:30,0.5,3.52,801.2
1859,7/1/2020 11:00,0.5,4.03,346.2
1860,7/1/2020 11:30,0,2.52,726.2
1861,7/1/2020 12:00,0,2.01,376.2
1862,7/1/2020 12:30,0,2.52,941.2
1863,7/1/2020 13:00,0,2.01,728.7
1864,7/1/2020 13:30,0,1.01,546.2
1865,7/1/2020 14:00,0,2.52,711.2
1866,7/1/2020 14:30,0,2.52,2116.2
1867,7/1/2020 15:00,0.5,3.52,1633.7
1868,7/1/2020 15:30,1.01,4.03,1126.2
1869,7/1/2020 16:00,0.5,3.52,1348.7
1870,7/1/2020 16:30,1.01,4.53,1341.2
1871,7/1/2020 17:00,1.01,4.03,1366.2
1872,7/1/2020 17:30,1.01,4.53,1196.2
1873,7/1/2020 18:00,0.5,3.52,723.7
1874,7/1/2020 18:30,0.5,3.02,748.7
1875,7/1/2020 19:00,0,3.52,511.2
1876,7/1/2020 19:30,0,1.51,201.2
1877,7/1/2020 20:00,0,1.01,76.2
1878,7/1/2020 20:30,0,0,48.7
1879,7/1/2020 21:00,0,0,6.2
1880,7/1/2020 21:30,0,0,1.2
1881,7/1/2020 22:00,0,0,1.2
1882,7/1/2020 22:30,0,0,1.2
1883,7/1/2020 23:00,0,0,1.2
1884,7/1/2020 23:30,0,0,1.2
1885,7/2/2020 0:00,0,1.51,1.2
1886,7/2/2020 0:30,0,0.5,1.2
1887,7/2/2020 1:00,0,0,1.2
1888,7/2/2020 1:30,0,0,1.2
1889,7/2/2020 2:00,0,0,1.2
1890,7/2/2020 2:30,0,0,1.2
1891,7/2/2020 3:00,0,0,1.2
1892,7/2/2020 3:30,0,0,1.2
1893,7/2/2020 4:00,0,0,1.2
1894,7/2/2020 4:30,0,0,1.2
1895,7/2/2020 5:00,0,0,1.2
1896,7/2/2020 5:30,0,0,1.2
1897,7/2/2020 6:00,0,0,28.7
1898,7/2/2020 6:30,0,0,116.2
1899,7/2/2020 7:00,0,0,268.7
1900,7/2/2020 7:30,0,1.51,293.7
1901,7/2/2020 8:00,0,2.52,576.2
1902,7/2/2020 8:30,0,2.52,751.2
1903,7/2/2020 9:00,0,2.52,918.7
1904,7/2/2020 9:30,0,3.02,1073.7
1905,7/2/2020 10:00,0.5,3.02,1238.7
1906,7/2/2020 10:30,0,2.52,961.2
1907,7/2/2020 11:00,0,2.52,1248.7
1908,7/2/2020 11:30,0.5,2.52,1768.7
1909,7/2/2020 12:00,0.5,2.52,871.2
1910,7/2/2020 12:30,0.5,2.52,1768.7
1911,7/2/2020 13:00,0.5,4.03,1831.2
1912,7/2/2020 13:30,0.5,2.52,576.2
1913,7/2/2020 14:00,0.5,4.03,636.2
1914,7/2/2020 14:30,0.5,3.02,1801.2
1915,7/2/2020 15:00,0.5,3.52,1361.2
1916,7/2/2020 15:30,1.01,3.52,1641.2
1917,7/2/2020 16:00,0.5,4.03,1571.2
1918,7/2/2020 16:30,0.5,3.52,1531.2
1919,7/2/2020 17:00,0.5,3.02,1403.7
1920,7/2/2020 17:30,0.5,3.02,688.7
1921,7/2/2020 18:00,0,3.02,701.2
1922,7/2/2020 18:30,0.5,3.02,701.2
1923,7/2/2020 19:00,0.5,3.02,506.2
1924,7/2/2020 19:30,0,2.52,326.2
1925,7/2/2020 20:00,0,1.51,146.2
1926,7/2/2020 20:30,0,2.01,38.7
1927,7/2/2020 21:00,0,2.01,3.7
1928,7/2/2020 21:30,0,1.01,1.2
1929,7/2/2020 22:00,0,1.51,1.2
1930,7/2/2020 22:30,0,1.01,1.2
1931,7/2/2020 23:00,0,1.51,1.2
1932,7/2/2020 23:30,0,0.5,1.2
1933,7/3/2020 0:00,0,0,1.2
1934,7/3/2020 0:30,0,0,1.2
1935,7/3/2020 1:00,0,0,1.2
1936,7/3/2020 1:30,0,0,1.2
1937,7/3/2020 2:00,0,0,1.2
1938,7/3/2020 2:30,0,0,1.2
1939,7/3/2020 3:00,0,0,1.2
1940,7/3/2020 3:30,0,0,1.2
1941,7/3/2020 4:00,0,0,1.2
1942,7/3/2020 4:30,0,0,1.2
1943,7/3/2020 5:00,0,0,1.2
1944,7/3/2020 5:30,0,0,1.2
1945,7/3/2020 6:00,0,0,21.2
1946,7/3/2020 6:30,0,0,86.2
1947,7/3/2020 7:00,0,0,73.7
1948,7/3/2020 7:30,0,0,253.7
1949,7/3/2020 8:00,0,1.01,573.7
1950,7/3/2020 8:30,0,1.51,798.7
1951,7/3/2020 9:00,0,2.01,971.2
1952,7/3/2020 9:30,0,2.52,988.7
1953,7/3/2020 10:00,0.5,2.52,1273.7
1954,7/3/2020 10:30,0.5,4.03,1356.2
1955,7/3/2020 11:00,0.5,4.03,1531.2
1956,7/3/2020 11:30,0.5,3.52,1598.7
1957,7/3/2020 12:00,1.01,4.53,1671.2
1958,7/3/2020 12:30,1.01,4.03,1653.7
1959,7/3/2020 13:00,1.01,4.03,1836.2
1960,7/3/2020 13:30,1.01,3.52,1511.2
1961,7/3/2020 14:00,0.5,4.03,586.2
1962,7/3/2020 14:30,0.5,3.02,1853.7
1963,7/3/2020 15:00,0.5,4.53,928.7
1964,7/3/2020 15:30,0,2.52,616.2
1965,7/3/2020 16:00,0.5,3.52,1046.2
1966,7/3/2020 16:30,0.5,3.02,1096.2
1967,7/3/2020 17:00,0,2.01,938.7
1968,7/3/2020 17:30,0,2.01,896.2
1969,7/3/2020 18:00,0,2.01,488.7
1970,7/3/2020 18:30,0,3.02,321.2
1971,7/3/2020 19:00,0,0,288.7
1972,7/3/2020 19:30,0,0.5,343.7
1973,7/3/2020 20:00,0,0,116.2
1974,7/3/2020 20:30,0,0,36.2
1975,7/3/2020 21:00,0,0.5,3.7
1976,7/3/2020 21:30,0,0,1.2
1977,7/3/2020 22:00,0,0,1.2
1978,7/3/2020 22:30,0,0,1.2
1979,7/3/2020 23:00,0,0,1.2
1980,7/3/2020 23:30,0,0,1.2
1981,7/4/2020 0:00,0,0,1.2
1982,7/4/2020 0:30,0,0,1.2
1983,7/4/2020 1:00,0,0,1.2
1984,7/4/2020 1:30,0,0,1.2
1985,7/4/2020 2:00,0,0,1.2
1986,7/4/2020 2:30,0,0,1.2
1987,7/4/2020 3:00,0,0,1.2
1988,7/4/2020 3:30,0,0,1.2
1989,7/4/2020 4:00,0,0,1.2
1990,7/4/2020 4:30,0,0,1.2
1991,7/4/2020 5:00,0,0,1.2
1992,7/4/2020 5:30,0,0,1.2
1993,7/4/2020 6:00,0,0,26.2
1994,7/4/2020 6:30,0,0,98.7
1995,7/4/2020 7:00,0,1.01,123.7
1996,7/4/2020 7:30,0,0,176.2
1997,7/4/2020 8:00,0,0,518.7
1998,7/4/2020 8:30,0,1.01,801.2
1999,7/4/2020 9:00,0,1.01,968.7
2000,7/4/2020 9:30,0,2.01,1138.7
2001,7/4/2020 10:00,0,2.01,1293.7
2002,7/4/2020 10:30,0.5,4.03,1438.7
2003,7/4/2020 11:00,0.5,2.52,1568.7
2004,7/4/2020 11:30,0.5,3.02,1751.2
2005,7/4/2020 12:00,0.5,2.52,1903.7
2006,7/4/2020 12:30,0,2.52,2143.7
2007,7/4/2020 13:00,0.5,3.52,1991.2
2008,7/4/2020 13:30,0.5,2.52,541.2
2009,7/4/2020 14:00,0.5,3.02,1913.7
2010,7/4/2020 14:30,0.5,2.52,1831.2
2011,7/4/2020 15:00,0.5,3.02,1753.7
2012,7/4/2020 15:30,0.5,4.03,393.7
2013,7/4/2020 16:00,0.5,2.52,1568.7
2014,7/4/2020 16:30,0.5,2.52,1163.7
2015,7/4/2020 17:00,0,2.52,1186.2
2016,7/4/2020 17:30,0.5,2.52,1043.7
2017,7/4/2020 18:00,0.5,2.52,848.7
2018,7/4/2020 18:30,0,2.01,666.2
2019,7/4/2020 19:00,0,2.01,488.7
2020,7/4/2020 19:30,0,1.01,318.7
2021,7/4/2020 20:00,0,1.01,146.2
2022,7/4/2020 20:30,0,0,38.7
2023,7/4/2020 21:00,0,0.5,1.2
2024,7/4/2020 21:30,0,0,1.2
2025,7/4/2020 22:00,0,0,1.2
2026,7/4/2020 22:30,0,0,1.2
2027,7/4/2020 23:00,0,0,1.2
2028,7/4/2020 23:30,0,0,1.2
2029,7/5/2020 0:00,0,0,1.2
2030,7/5/2020 0:30,0,0,1.2
2031,7/5/2020 1:00,0,0,1.2
2032,7/5/2020 1:30,0,0,1.2
2033,7/5/2020 2:00,0,0.5,1.2
2034,7/5/2020 2:30,0,0,1.2
2035,7/5/2020 3:00,0,0,1.2
2036,7/5/2020 3:30,0,0,1.2
2037,7/5/2020 4:00,0,0,1.2
2038,7/5/2020 4:30,0,0,1.2
2039,7/5/2020 5:00,0,0,1.2
2040,7/5/2020 5:30,0,0,1.2
2041,7/5/2020 6:00,0,0,26.2
2042,7/5/2020 6:30,0,0,96.2
2043,7/5/2020 7:00,0,0,248.7
2044,7/5/2020 7:30,0,1.01,408.7
2045,7/5/2020 8:00,0,1.01,601.2
2046,7/5/2020 8:30,0,0.5,781.2
2047,7/5/2020 9:00,0,1.01,963.7
2048,7/5/2020 9:30,0,1.01,1153.7
2049,7/5/2020 10:00,0,1.01,1321.2
2050,7/5/2020 10:30,0,1.51,1508.7
2051,7/5/2020 11:00,0.5,2.01,1698.7
2052,7/5/2020 11:30,0.5,3.02,1661.2
2053,7/5/2020 12:00,0.5,3.52,1643.7
2054,7/5/2020 12:30,0.5,4.03,843.7
2055,7/5/2020 13:00,0.5,3.02,541.2
2056,7/5/2020 13:30,0.5,4.53,2006.2
2057,7/5/2020 14:00,0.5,3.52,1883.7
2058,7/5/2020 14:30,0.5,3.02,478.7
2059,7/5/2020 15:00,0.5,3.02,1713.7
2060,7/5/2020 15:30,0.5,3.52,1631.2
2061,7/5/2020 16:00,0.5,2.52,1506.2
2062,7/5/2020 16:30,0.5,3.02,1396.2
2063,7/5/2020 17:00,0.5,3.02,1263.7
2064,7/5/2020 17:30,0,3.02,868.7
2065,7/5/2020 18:00,0,2.52,918.7
2066,7/5/2020 18:30,0,2.01,691.2
2067,7/5/2020 19:00,0,2.01,493.7
2068,7/5/2020 19:30,0,1.01,313.7
2069,7/5/2020 20:00,0,1.01,133.7
2070,7/5/2020 20:30,0,0,33.7
2071,7/5/2020 21:00,0,0,1.2
2072,7/5/2020 21:30,0,0,1.2
2073,7/5/2020 22:00,0,0,1.2
2074,7/5/2020 22:30,0,0,1.2
2075,7/5/2020 23:00,0,0,1.2
2076,7/5/2020 23:30,0,0,1.2
2077,7/6/2020 0:00,0,0,1.2
2078,7/6/2020 0:30,0,0,1.2
2079,7/6/2020 1:00,0,0,1.2
2080,7/6/2020 1:30,0,0,1.2
2081,7/6/2020 2:00,0,0,1.2
2082,7/6/2020 2:30,0,0,1.2
2083,7/6/2020 3:00,0,0,1.2
2084,7/6/2020 3:30,0,0,1.2
2085,7/6/2020 4:00,0,0,1.2
2086,7/6/2020 4:30,0,0,1.2
2087,7/6/2020 5:00,0,0,1.2
2088,7/6/2020 5:30,0,0,1.2
2089,7/6/2020 6:00,0,0,26.2
2090,7/6/2020 6:30,0,0,88.7
2091,7/6/2020 7:00,0,0,246.2
2092,7/6/2020 7:30,0,0,421.2
2093,7/6/2020 8:00,0,0,318.7
2094,7/6/2020 8:30,0,0.5,783.7
2095,7/6/2020 9:00,0,3.02,483.7
2096,7/6/2020 9:30,1.01,4.03,798.7
2097,7/6/2020 10:00,1.01,4.53,448.7
2098,7/6/2020 10:30,1.01,4.53,623.7
2099,7/6/2020 11:00,1.01,4.03,1583.7
2100,7/6/2020 11:30,1.01,4.03,1698.7
2101,7/6/2020 12:00,0.5,3.02,1766.2
2102,7/6/2020 12:30,0.5,2.52,1833.7
2103,7/6/2020 13:00,0,2.01,1858.7
2104,7/6/2020 13:30,0.5,2.52,1801.2
2105,7/6/2020 14:00,0,2.01,1838.7
2106,7/6/2020 14:30,0,3.02,1806.2
2107,7/6/2020 15:00,0.5,4.03,1701.2
2108,7/6/2020 15:30,0.5,3.02,1351.2
2109,7/6/2020 16:00,0.5,3.02,1168.7
2110,7/6/2020 16:30,0.5,2.52,1378.7
2111,7/6/2020 17:00,0,2.01,1218.7
2112,7/6/2020 17:30,0,2.52,913.7
2113,7/6/2020 18:00,0,2.01,886.2
2114,7/6/2020 18:30,0,2.52,723.7
2115,7/6/2020 19:00,0,2.01,586.2
2116,7/6/2020 19:30,0,1.51,438.7
2117,7/6/2020 20:00,0,2.01,123.7
2118,7/6/2020 20:30,0,2.01,23.7
2119,7/6/2020 21:00,0,0,1.2
2120,7/6/2020 21:30,0,0,1.2
2121,7/6/2020 22:00,0,0,1.2
2122,7/6/2020 22:30,0,0,1.2
2123,7/6/2020 23:00,0,0,1.2
2124,7/6/2020 23:30,0,0,1.2
2125,7/7/2020 0:00,0,0,1.2
2126,7/7/2020 0:30,0,0.5,1.2
2127,7/7/2020 1:00,0,0,1.2
2128,7/7/2020 1:30,0,0.5,1.2
2129,7/7/2020 2:00,0,1.01,1.2
2130,7/7/2020 2:30,0,0.5,1.2
2131,7/7/2020 3:00,0,1.01,1.2
2132,7/7/2020 3:30,0,0.5,1.2
2133,7/7/2020 4:00,0,0,1.2
2134,7/7/2020 4:30,0,0,1.2
2135,7/7/2020 5:00,0,0,1.2
2136,7/7/2020 5:30,0,0,1.2
2137,7/7/2020 6:00,0,0,16.2
2138,7/7/2020 6:30,0,1.01,46.2
2139,7/7/2020 7:00,0,0,133.7
2140,7/7/2020 7:30,0,0.5,341.2
2141,7/7/2020 8:00,0,1.51,221.2
2142,7/7/2020 8:30,0,2.01,801.2
2143,7/7/2020 9:00,0,2.52,1006.2
2144,7/7/2020 9:30,0,1.51,1001.2
2145,7/7/2020 10:00,0,3.52,598.7
2146,7/7/2020 10:30,0,1.51,371.2
2147,7/7/2020 11:00,0,1.01,351.2
2148,7/7/2020 11:30,0,1.01,418.7
2149,7/7/2020 12:00,0,1.51,571.2
2150,7/7/2020 12:30,0,2.52,681.2
2151,7/7/2020 13:00,0,2.01,636.2
2152,7/7/2020 13:30,0,2.52,866.2
2153,7/7/2020 14:00,0,2.01,1233.7
2154,7/7/2020 14:30,0.5,3.02,1866.2
2155,7/7/2020 15:00,1.01,4.03,1688.7
2156,7/7/2020 15:30,1.01,4.03,1683.7
2157,7/7/2020 16:00,1.01,3.52,1591.2
2158,7/7/2020 16:30,1.01,4.53,1398.7
2159,7/7/2020 17:00,0.5,4.03,1256.2
2160,7/7/2020 17:30,0.5,3.52,1021.2
2161,7/7/2020 18:00,0.5,3.02,906.2
2162,7/7/2020 18:30,0,3.02,661.2
2163,7/7/2020 19:00,0,2.01,506.2
2164,7/7/2020 19:30,0,1.01,168.7
2165,7/7/2020 20:00,0,0,98.7
2166,7/7/2020 20:30,0,0,41.2
2167,7/7/2020 21:00,0,0,1.2
2168,7/7/2020 21:30,0,0,1.2
2169,7/7/2020 22:00,0,0,1.2
2170,7/7/2020 22:30,0,0,1.2
2171,7/7/2020 23:00,0,0,1.2
2172,7/7/2020 23:30,0,0.5,1.2
2173,7/8/2020 0:00,0,0,1.2
2174,7/8/2020 0:30,0,0,1.2
2175,7/8/2020 1:00,0,0,1.2
2176,7/8/2020 1:30,0,0,1.2
2177,7/8/2020 2:00,0,0,1.2
2178,7/8/2020 2:30,0,0,1.2
2179,7/8/2020 3:00,0,0.5,1.2
2180,7/8/2020 3:30,0,0.5,1.2
2181,7/8/2020 4:00,0,0,1.2
2182,7/8/2020 4:30,0,0,1.2
2183,7/8/2020 5:00,0,0,1.2
2184,7/8/2020 5:30,0,0,1.2
2185,7/8/2020 6:00,0,0,23.7
2186,7/8/2020 6:30,0,1.01,81.2
2187,7/8/2020 7:00,0,1.01,243.7
2188,7/8/2020 7:30,0,2.01,418.7
2189,7/8/2020 8:00,0,3.02,606.2
2190,7/8/2020 8:30,0.5,3.02,791.2
2191,7/8/2020 9:00,1.01,4.03,971.2
2192,7/8/2020 9:30,0.5,3.52,1151.2
2193,7/8/2020 10:00,1.01,3.52,1308.7
2194,7/8/2020 10:30,1.01,4.53,1453.7
2195,7/8/2020 11:00,1.01,4.53,1573.7
2196,7/8/2020 11:30,1.01,3.52,1678.7
2197,7/8/2020 12:00,1.01,5.03,1888.7
2198,7/8/2020 12:30,1.01,4.53,1953.7
2199,7/8/2020 13:00,1.01,4.53,631.2
2200,7/8/2020 13:30,1.01,4.53,1978.7
2201,7/8/2020 14:00,1.01,4.03,2013.7
2202,7/8/2020 14:30,0.5,3.02,1683.7
2203,7/8/2020 15:00,0.5,3.02,2016.2
2204,7/8/2020 15:30,0.5,3.02,266.2
2205,7/8/2020 16:00,0,3.02,1446.2
2206,7/8/2020 16:30,0.5,4.03,1353.7
2207,7/8/2020 17:00,1.01,5.54,1218.7
2208,7/8/2020 17:30,1.01,4.53,1043.7
2209,7/8/2020 18:00,0.5,4.03,1018.7
2210,7/8/2020 18:30,0.5,4.03,713.7
2211,7/8/2020 19:00,0,3.02,201.2
2212,7/8/2020 19:30,0,2.01,286.2
2213,7/8/2020 20:00,0,2.01,126.2
2214,7/8/2020 20:30,0,1.01,46.2
2215,7/8/2020 21:00,0,0.5,1.2
2216,7/8/2020 21:30,0,1.51,1.2
2217,7/8/2020 22:00,0,1.01,1.2
2218,7/8/2020 22:30,0,0,1.2
2219,7/8/2020 23:00,0,0,1.2
2220,7/8/2020 23:30,0,0,1.2
2221,7/9/2020 0:00,0,0,1.2
2222,7/9/2020 0:30,0,0.5,1.2
2223,7/9/2020 1:00,0,1.01,1.2
2224,7/9/2020 1:30,0,1.51,1.2
2225,7/9/2020 2:00,0,2.52,1.2
2226,7/9/2020 2:30,0,2.01,1.2
2227,7/9/2020 3:00,0,1.51,1.2
2228,7/9/2020 3:30,0,0,1.2
2229,7/9/2020 4:00,0,0,1.2
2230,7/9/2020 4:30,0,1.51,1.2
2231,7/9/2020 5:00,0,1.51,1.2
2232,7/9/2020 5:30,0,1.51,1.2
2233,7/9/2020 6:00,0,2.01,11.2
2234,7/9/2020 6:30,0,3.02,73.7
2235,7/9/2020 7:00,0,3.02,111.2
2236,7/9/2020 7:30,0.5,3.52,276.2
2237,7/9/2020 8:00,1.01,4.53,671.2
2238,7/9/2020 8:30,1.01,4.03,428.7
2239,7/9/2020 9:00,0.5,3.02,368.7
2240,7/9/2020 9:30,0.5,3.02,111.2
2241,7/9/2020 10:00,0,1.01,111.2
2242,7/9/2020 10:30,0,1.51,383.7
2243,7/9/2020 11:00,0,1.51,211.2
2244,7/9/2020 11:30,0,2.52,253.7
2245,7/9/2020 12:00,0,3.02,248.7
2246,7/9/2020 12:30,0,4.03,266.2
2247,7/9/2020 13:00,0,1.01,513.7
2248,7/9/2020 13:30,0.5,4.03,248.7
2249,7/9/2020 14:00,0,2.52,223.7
2250,7/9/2020 14:30,0.5,4.03,473.7
